y,x,counts
-0.500, -0.500, 19
-0.472, -0.500, 14
-0.444, -0.500, 8
-0.416, -0.500, 9
-0.388, -0.500, 17
-0.359, -0.500, 3
-0.331, -0.500, 6
-0.303, -0.500, 10
-0.275, -0.500, 23
-0.247, -0.500, 7
-0.219, -0.500, 8
-0.191, -0.500, 8
-0.163, -0.500, 9
-0.134, -0.500, 9
-0.106, -0.500, 17
-0.078, -0.500, 14
-0.050, -0.500, 9
-0.022, -0.500, 11
0.006, -0.500, 5
0.034, -0.500, 6
0.062, -0.500, 8
0.091, -0.500, 11
0.119, -0.500, 10
0.147, -0.500, 10
0.175, -0.500, 11
0.203, -0.500, 11
0.231, -0.500, 13
0.259, -0.500, 11
0.287, -0.500, 13
0.316, -0.500, 6
0.344, -0.500, 9
0.372, -0.500, 17
0.400, -0.500, 12
0.428, -0.500, 11
0.456, -0.500, 12
0.484, -0.500, 9
-0.500, -0.472, 28
-0.472, -0.472, 9
-0.444, -0.472, 14
-0.416, -0.472, 6
-0.388, -0.472, 8
-0.359, -0.472, 4
-0.331, -0.472, 9
-0.303, -0.472, 6
-0.275, -0.472, 6
-0.247, -0.472, 8
-0.219, -0.472, 11
-0.191, -0.472, 13
-0.163, -0.472, 12
-0.134, -0.472, 13
-0.106, -0.472, 11
-0.078, -0.472, 7
-0.050, -0.472, 8
-0.022, -0.472, 9
0.006, -0.472, 15
0.034, -0.472, 10
0.062, -0.472, 9
0.091, -0.472, 8
0.119, -0.472, 10
0.147, -0.472, 6
0.175, -0.472, 7
0.203, -0.472, 13
0.231, -0.472, 10
0.259, -0.472, 11
0.287, -0.472, 15
0.316, -0.472, 12
0.344, -0.472, 6
0.372, -0.472, 16
0.400, -0.472, 7
0.428, -0.472, 13
0.456, -0.472, 18
0.484, -0.472, 10
-0.500, -0.444, 36
-0.472, -0.444, 5
-0.444, -0.444, 13
-0.416, -0.444, 7
-0.388, -0.444, 8
-0.359, -0.444, 5
-0.331, -0.444, 8
-0.303, -0.444, 9
-0.275, -0.444, 15
-0.247, -0.444, 8
-0.219, -0.444, 11
-0.191, -0.444, 15
-0.163, -0.444, 9
-0.134, -0.444, 12
-0.106, -0.444, 11
-0.078, -0.444, 4
-0.050, -0.444, 10
-0.022, -0.444, 12
0.006, -0.444, 14
0.034, -0.444, 10
0.062, -0.444, 11
0.091, -0.444, 13
0.119, -0.444, 13
0.147, -0.444, 4
0.175, -0.444, 2
0.203, -0.444, 11
0.231, -0.444, 11
0.259, -0.444, 8
0.287, -0.444, 15
0.316, -0.444, 22
0.344, -0.444, 10
0.372, -0.444, 6
0.400, -0.444, 11
0.428, -0.444, 7
0.456, -0.444, 10
0.484, -0.444, 11
-0.500, -0.416, 28
-0.472, -0.416, 20
-0.444, -0.416, 10
-0.416, -0.416, 16
-0.388, -0.416, 7
-0.359, -0.416, 4
-0.331, -0.416, 7
-0.303, -0.416, 13
-0.275, -0.416, 7
-0.247, -0.416, 12
-0.219, -0.416, 5
-0.191, -0.416, 9
-0.163, -0.416, 15
-0.134, -0.416, 11
-0.106, -0.416, 10
-0.078, -0.416, 17
-0.050, -0.416, 10
-0.022, -0.416, 12
0.006, -0.416, 12
0.034, -0.416, 11
0.062, -0.416, 11
0.091, -0.416, 7
0.119, -0.416, 12
0.147, -0.416, 14
0.175, -0.416, 10
0.203, -0.416, 10
0.231, -0.416, 4
0.259, -0.416, 8
0.287, -0.416, 15
0.316, -0.416, 12
0.344, -0.416, 9
0.372, -0.416, 8
0.400, -0.416, 15
0.428, -0.416, 7
0.456, -0.416, 7
0.484, -0.416, 9
-0.500, -0.388, 21
-0.472, -0.388, 18
-0.444, -0.388, 9
-0.416, -0.388, 10
-0.388, -0.388, 10
-0.359, -0.388, 6
-0.331, -0.388, 7
-0.303, -0.388, 11
-0.275, -0.388, 11
-0.247, -0.388, 6
-0.219, -0.388, 11
-0.191, -0.388, 4
-0.163, -0.388, 10
-0.134, -0.388, 10
-0.106, -0.388, 9
-0.078, -0.388, 14
-0.050, -0.388, 9
-0.022, -0.388, 8
0.006, -0.388, 6
0.034, -0.388, 11
0.062, -0.388, 9
0.091, -0.388, 13
0.119, -0.388, 5
0.147, -0.388, 7
0.175, -0.388, 4
0.203, -0.388, 12
0.231, -0.388, 11
0.259, -0.388, 11
0.287, -0.388, 14
0.316, -0.388, 7
0.344, -0.388, 16
0.372, -0.388, 14
0.400, -0.388, 12
0.428, -0.388, 17
0.456, -0.388, 14
0.484, -0.388, 7
-0.500, -0.359, 12
-0.472, -0.359, 32
-0.444, -0.359, 6
-0.416, -0.359, 10
-0.388, -0.359, 11
-0.359, -0.359, 9
-0.331, -0.359, 11
-0.303, -0.359, 8
-0.275, -0.359, 13
-0.247, -0.359, 11
-0.219, -0.359, 13
-0.191, -0.359, 8
-0.163, -0.359, 10
-0.134, -0.359, 12
-0.106, -0.359, 15
-0.078, -0.359, 15
-0.050, -0.359, 12
-0.022, -0.359, 8
0.006, -0.359, 6
0.034, -0.359, 4
0.062, -0.359, 10
0.091, -0.359, 7
0.119, -0.359, 8
0.147, -0.359, 6
0.175, -0.359, 11
0.203, -0.359, 9
0.231, -0.359, 9
0.259, -0.359, 11
0.287, -0.359, 9
0.316, -0.359, 12
0.344, -0.359, 9
0.372, -0.359, 10
0.400, -0.359, 9
0.428, -0.359, 8
0.456, -0.359, 11
0.484, -0.359, 12
-0.500, -0.331, 30
-0.472, -0.331, 89
-0.444, -0.331, 19
-0.416, -0.331, 16
-0.388, -0.331, 10
-0.359, -0.331, 5
-0.331, -0.331, 8
-0.303, -0.331, 9
-0.275, -0.331, 9
-0.247, -0.331, 16
-0.219, -0.331, 18
-0.191, -0.331, 13
-0.163, -0.331, 16
-0.134, -0.331, 12
-0.106, -0.331, 13
-0.078, -0.331, 8
-0.050, -0.331, 6
-0.022, -0.331, 10
0.006, -0.331, 18
0.034, -0.331, 8
0.062, -0.331, 13
0.091, -0.331, 9
0.119, -0.331, 18
0.147, -0.331, 14
0.175, -0.331, 11
0.203, -0.331, 9
0.231, -0.331, 14
0.259, -0.331, 11
0.287, -0.331, 13
0.316, -0.331, 10
0.344, -0.331, 8
0.372, -0.331, 16
0.400, -0.331, 8
0.428, -0.331, 14
0.456, -0.331, 13
0.484, -0.331, 10
-0.500, -0.303, 33
-0.472, -0.303, 297
-0.444, -0.303, 95
-0.416, -0.303, 18
-0.388, -0.303, 6
-0.359, -0.303, 10
-0.331, -0.303, 5
-0.303, -0.303, 10
-0.275, -0.303, 9
-0.247, -0.303, 7
-0.219, -0.303, 9
-0.191, -0.303, 10
-0.163, -0.303, 5
-0.134, -0.303, 27
-0.106, -0.303, 20
-0.078, -0.303, 11
-0.050, -0.303, 5
-0.022, -0.303, 13
0.006, -0.303, 10
0.034, -0.303, 18
0.062, -0.303, 12
0.091, -0.303, 11
0.119, -0.303, 12
0.147, -0.303, 6
0.175, -0.303, 10
0.203, -0.303, 7
0.231, -0.303, 5
0.259, -0.303, 7
0.287, -0.303, 14
0.316, -0.303, 15
0.344, -0.303, 15
0.372, -0.303, 9
0.400, -0.303, 9
0.428, -0.303, 8
0.456, -0.303, 13
0.484, -0.303, 9
-0.500, -0.275, 22
-0.472, -0.275, 95
-0.444, -0.275, 83
-0.416, -0.275, 143
-0.388, -0.275, 16
-0.359, -0.275, 10
-0.331, -0.275, 15
-0.303, -0.275, 9
-0.275, -0.275, 220
-0.247, -0.275, 298
-0.219, -0.275, 792
-0.191, -0.275, 359
-0.163, -0.275, 589
-0.134, -0.275, 543
-0.106, -0.275, 431
-0.078, -0.275, 679
-0.050, -0.275, 405
-0.022, -0.275, 209
0.006, -0.275, 185
0.034, -0.275, 68
0.062, -0.275, 5
0.091, -0.275, 10
0.119, -0.275, 17
0.147, -0.275, 7
0.175, -0.275, 12
0.203, -0.275, 8
0.231, -0.275, 6
0.259, -0.275, 10
0.287, -0.275, 11
0.316, -0.275, 8
0.344, -0.275, 12
0.372, -0.275, 9
0.400, -0.275, 10
0.428, -0.275, 8
0.456, -0.275, 11
0.484, -0.275, 4
-0.500, -0.247, 42
-0.472, -0.247, 289
-0.444, -0.247, 62
-0.416, -0.247, 96
-0.388, -0.247, 12
-0.359, -0.247, 11
-0.331, -0.247, 94
-0.303, -0.247, 844
-0.275, -0.247, 930
-0.247, -0.247, 426
-0.219, -0.247, 473
-0.191, -0.247, 578
-0.163, -0.247, 192
-0.134, -0.247, 804
-0.106, -0.247, 553
-0.078, -0.247, 371
-0.050, -0.247, 187
-0.022, -0.247, 527
0.006, -0.247, 330
0.034, -0.247, 371
0.062, -0.247, 535
0.091, -0.247, 18
0.119, -0.247, 5
0.147, -0.247, 7
0.175, -0.247, 7
0.203, -0.247, 12
0.231, -0.247, 7
0.259, -0.247, 11
0.287, -0.247, 10
0.316, -0.247, 11
0.344, -0.247, 10
0.372, -0.247, 14
0.400, -0.247, 12
0.428, -0.247, 10
0.456, -0.247, 5
0.484, -0.247, 7
-0.500, -0.219, 132
-0.472, -0.219, 81
-0.444, -0.219, 139
-0.416, -0.219, 53
-0.388, -0.219, 16
-0.359, -0.219, 395
-0.331, -0.219, 856
-0.303, -0.219, 646
-0.275, -0.219, 447
-0.247, -0.219, 698
-0.219, -0.219, 168
-0.191, -0.219, 383
-0.163, -0.219, 264
-0.134, -0.219, 654
-0.106, -0.219, 560
-0.078, -0.219, 274
-0.050, -0.219, 576
-0.022, -0.219, 516
0.006, -0.219, 506
0.034, -0.219, 407
0.062, -0.219, 688
0.091, -0.219, 379
0.119, -0.219, 104
0.147, -0.219, 10
0.175, -0.219, 9
0.203, -0.219, 10
0.231, -0.219, 5
0.259, -0.219, 13
